Player Name,Player Team,Average xG,Average Post Shot xG,Player Ave Impact on Post Shot xG
Danny Greenfield,Radcliffe,0.05239044027777778,0.06149593055555555,0.009105490277777767
Kian Scales,Radcliffe,0.02508618181818182,0.04394272727272727,0.018856545454545452
Lois Maynard,Radcliffe,0.16179715789473684,0.1556821052631579,-0.006115052631578938
David Ball,Radcliffe,0.12295814285714288,0.2191342267857143,0.09617608392857141
Matthew Sargent,Radcliffe,0.12673497619047622,0.07262857142857142,-0.0541064047619048
Jon Taylor,Radcliffe,0.10828171304347825,0.08614869695652175,-0.022133016086956503
Sam Robinson,Buxton,0.05387414285714285,0.05950500000000001,0.00563085714285716
Oliver Thornley,Radcliffe,0.18301933333333334,0.21037944444444448,0.02736011111111114
Andy Williams,Hereford,0.1684250387755102,0.18832775510204083,0.019902716326530623
Matt Preston,Hereford,0.09758,0.05466375,-0.04291625
Omari Sterling-James,Hereford,0.060290871111111116,0.07365355555555557,0.013362684444444453
Remaye Campbell,Hereford,0.13602993749999998,0.12085843750000001,-0.015171499999999963
Cian Coleman,Buxton,0.1540637142857143,0.16713190476190473,0.013068190476190428
I-Lani Edwards,Hereford,0.07145505714285715,0.04405459999999999,-0.027400457142857153
Will Trueman,Buxton,0.09098057142857141,0.07644857142857144,-0.014531999999999975
Sodje  Tai,Buxton,0.1961991111111111,0.19911444444444446,0.002915333333333353
Ryan Mclean,Buxton,0.12650955555555554,0.09230444444444445,-0.03420511111111109
Joe Rodwell-Grant,Curzon Ashton,0.11941544444444446,0.13016666666666665,0.01075122222222219
Charlie  Weston,Curzon Ashton,0.10212781052631578,0.1195778947368421,0.017450084210526323
Max Bardell,Buxton,0.09755733333333333,0.18513166666666667,0.08757433333333334
Luke  Hall,Buxton,0.10488466666666667,0.019074444444444442,-0.08581022222222223
Isaac Westendorf,Oxford,0.1330313043478261,0.13088173913043477,-0.0021495652173913193
DJ Campton-Sturridge,Oxford,0.16885329629629628,0.22580555555555556,0.056952259259259286
Stephonson Louis,Buxton,0.2391575,0.2244,-0.014757500000000007
Kallum Griffiths,Darlington,0.059875,0.03661740000000001,-0.02325759999999999
Deniche Hill,Buxton,0.1737,0.20355,0.029850000000000015
George Ward,Buxton,0.1683386666666667,0.22224133333333332,0.05390266666666663
Kieran Burton,Buxton,0.13448833333333335,0.176812,0.04232366666666665
George Pratt,Chorley,0.0669255,0.09835,0.03142450000000001
Craig Hewitt,Chorley,0.06666811764705882,0.12574882352941175,0.059080705882352924
Adrien Thibaut,Southport,0.20647499999999996,0.21981214285714287,0.013337142857142908
Callum Steven Edwards,Southport,0.06109975000000001,0.0887575,0.027657749999999995
Tom Moore,Southport,0.1958065555555556,0.22142166666666666,0.02561511111111106
Danny Lloyd,Southport,0.07696807368421052,0.09128,0.01431192631578948
Nathan Woodthorpe,Chester,0.07222166666666668,0.05941333333333333,-0.012808333333333352
Hayden Carson,Chester,0.06688,0.2603,0.19341999999999998
Charlie Williams,Telford,0.09040891666666666,0.07665333333333334,-0.013755583333333321
Ryan Viggars,Buxton,0.1555,0.0,-0.1555
Adan George,Telford,0.15781460526315788,0.22698418421052632,0.06916957894736844
Joshua Smith,Buxton,0.11797250000000001,0.1004,-0.017572500000000005
Sam Sanders,Worksop,0.0558825,0.15341749999999998,0.09753499999999998
Chae Whitman-Brown,Worksop,0.10771714285714284,0.07307142857142858,-0.034645714285714266
Jordan Burrow,Worksop,0.19015316666666668,0.15386309523809527,-0.03629007142857141
